Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	TimestepsThisBatch	TimestepsSoFar
1.33739209175	0	17.1355932203	7.46621231569	48.0	9.0	17.1355932203	7.46621231569	7.49041	1011	1011
2.06400918961	1	27.6486486486	11.5833436246	70.0	12.0	27.6486486486	11.5833436246	11.32	1023	2034
3.19598007202	2	45.8181818182	25.5015799219	120.0	16.0	45.8181818182	25.5015799219	19.81	1008	3042
4.31089615822	3	67.7333333333	49.8564160587	166.0	12.0	67.7333333333	49.8564160587	32.6635	1016	4058
5.57549118996	4	102.454545455	53.0100567412	200.0	28.0	102.454545455	53.0100567412	39.1318	1127	5185
7.11924219131	5	103.5	36.6285407845	177.0	43.0	103.5	36.6285407845	33.9936	1035	6220
8.93573904037	6	131.375	27.8205746706	184.0	97.0	131.375	27.8205746706	38.9472	1051	7271
10.4419560432	7	167.5	34.4177764147	200.0	116.0	167.5	34.4177764147	47.7379	1005	8276
11.8648991585	8	159.857142857	33.5066243831	200.0	103.0	159.857142857	33.5066243831	45.1941	1119	9395
13.2262141705	9	150.285714286	39.4885671907	200.0	76.0	150.285714286	39.4885671907	42.0247	1052	10447
14.5924081802	10	168.714285714	26.3477528763	200.0	122.0	168.714285714	26.3477528763	42.3938	1181	11628
15.7844350338	11	182.0	17.8044938148	200.0	157.0	182.0	17.8044938148	44.6996	1092	12720
17.0550351143	12	194.5	7.91096285754	200.0	181.0	194.5	7.91096285754	47.2131	1167	13887
18.2781770229	13	187.0	20.3224014329	200.0	146.0	187.0	20.3224014329	44.2702	1122	15009
19.3488240242	14	187.5	17.7927888015	200.0	159.0	187.5	17.7927888015	43.0289	1125	16134
20.4593970776	15	190.666666667	20.86996779	200.0	144.0	190.666666667	20.86996779	43.9527	1144	17278
21.4872012138	16	174.333333333	23.6267268622	200.0	139.0	174.333333333	23.6267268622	39.5648	1046	18324
22.3814880848	17	198.166666667	4.09945795875	200.0	189.0	198.166666667	4.09945795875	44.4811	1189	19513
23.0600321293	18	184.333333333	14.3604394857	200.0	163.0	184.333333333	14.3604394857	38.0436	1106	20619
23.6515181065	19	186.5	17.8489028608	200.0	150.0	186.5	17.8489028608	41.4273	1119	21738
24.2262129784	20	190.833333333	20.0534009307	200.0	146.0	190.833333333	20.0534009307	38.4206	1145	22883
24.7538402081	21	175.666666667	19.5078331845	200.0	151.0	175.666666667	19.5078331845	38.2954	1054	23937
25.3404951096	22	197.5	4.3874821937	200.0	188.0	197.5	4.3874821937	41.7733	1185	25122
25.9336800575	23	194.833333333	7.75492674942	200.0	180.0	194.833333333	7.75492674942	40.6997	1169	26291
26.9165551662	24	197.833333333	4.84481395125	200.0	187.0	197.833333333	4.84481395125	43.8362	1187	27478
28.017332077	25	193.166666667	10.3668810267	200.0	173.0	193.166666667	10.3668810267	42.5147	1159	28637
29.1698281765	26	188.5	16.2660177466	200.0	154.0	188.5	16.2660177466	39.5741	1131	29768
30.2021710873	27	198.666666667	2.98142397	200.0	192.0	198.666666667	2.98142397	45.9967	1192	30960
30.9598350525	28	200.0	0.0	200.0	200.0	200.0	0.0	46.3521	1200	32160
31.7717521191	29	200.0	0.0	200.0	200.0	200.0	0.0	43.6829	1200	33360
32.5514211655	30	200.0	0.0	200.0	200.0	200.0	0.0	46.2349	1200	34560
33.2956330776	31	200.0	0.0	200.0	200.0	200.0	0.0	48.227	1200	35760
34.0514521599	32	200.0	0.0	200.0	200.0	200.0	0.0	47.5428	1200	36960
35.2472081184	33	200.0	0.0	200.0	200.0	200.0	0.0	47.5559	1200	38160
36.3923311234	34	200.0	0.0	200.0	200.0	200.0	0.0	48.8258	1200	39360
