Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	TimestepsThisBatch	TimestepsSoFar
1.9746501445770264	0	32.935483871	7.8901142061	63.0	23.0	32.935483871	7.8901142061	68.4224	1021	1021
2.797910213470459	1	25.35	0.759934207679	27.0	24.0	25.35	0.759934207679	90.5604	1014	2035
3.4890096187591553	2	110.2	9.82649479723	130.0	101.0	110.2	9.82649479723	233.655	1102	3137
4.182823657989502	3	199.5	14.1627445551	219.0	179.0	199.5	14.1627445551	348.206	1197	4334
4.757267951965332	4	166.428571429	3.88613443107	171.0	159.0	166.428571429	3.88613443107	255.335	1165	5499
5.275187969207764	5	178.333333333	3.77123616633	183.0	174.0	178.333333333	3.77123616633	254.792	1070	6569
5.967258453369141	6	117.333333333	3.43187671366	122.0	113.0	117.333333333	3.43187671366	161.492	1056	7625
6.598604917526245	7	75.5714285714	2.47023092368	80.0	72.0	75.5714285714	2.47023092368	101.178	1058	8683
7.190513610839844	8	69.9333333333	3.83782345723	75.0	64.0	69.9333333333	3.83782345723	90.5266	1049	9732
7.752954959869385	9	65.4375	3.220418257	70.0	60.0	65.4375	3.220418257	82.8752	1047	10779
8.254823684692383	10	61.8235294118	2.25532817796	67.0	59.0	61.8235294118	2.25532817796	74.1234	1051	11830
8.7515230178833	11	60.7647058824	2.90090070728	66.0	56.0	60.7647058824	2.90090070728	73.6355	1033	12863
9.24513030052185	12	59.3529411765	2.14040063514	64.0	55.0	59.3529411765	2.14040063514	70.5475	1009	13872
9.823410272598267	13	57.7222222222	2.49010387011	64.0	54.0	57.7222222222	2.49010387011	65.9039	1039	14911
10.50031590461731	14	54.5789473684	2.11051975324	59.0	50.0	54.5789473684	2.11051975324	63.2754	1037	15948
11.111869812011719	15	52.7368421053	2.31339589219	56.0	49.0	52.7368421053	2.31339589219	60.8506	1002	16950
11.693099021911621	16	50.2380952381	3.16084319529	56.0	46.0	50.2380952381	3.16084319529	58.0819	1055	18005
12.208032846450806	17	47.0	1.80906806747	51.0	44.0	47.0	1.80906806747	53.3444	1034	19039
12.709686517715454	18	47.3181818182	2.34300435797	52.0	43.0	47.3181818182	2.34300435797	54.1383	1041	20080
