Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	TimestepsThisBatch	TimestepsSoFar
2.9530346393585205	0	-190.013602824	38.1815026671	-114.588553002	-248.599520493	151.0	0.0	86.1143	1057	1057
3.992300510406494	1	-172.654365478	36.6947547511	-123.036445937	-234.939512847	151.0	0.0	85.4524	1057	2114
4.936070203781128	2	-190.51684589	31.0366806014	-151.896048643	-250.503470156	151.0	0.0	94.3114	1057	3171
5.819751977920532	3	-184.879428948	41.3101147427	-97.5708771702	-229.684710268	151.0	0.0	103.03	1057	4228
6.57529091835022	4	-203.268868419	42.0649648947	-169.152037498	-297.471635508	151.0	0.0	90.0502	1057	5285
7.239988327026367	5	-227.05863493	25.7832043211	-185.998469544	-266.075877078	151.0	0.0	104.828	1057	6342
7.925799369812012	6	-228.097392268	33.0703582968	-165.461223535	-262.148848881	151.0	0.0	102.672	1057	7399
8.605037927627563	7	-296.121900311	53.8430930686	-204.776397926	-364.590300878	151.0	0.0	117.312	1057	8456
9.269445419311523	8	-271.368775386	35.1896789745	-230.378809564	-333.444427232	151.0	0.0	121.827	1057	9513
9.952159881591797	9	-255.079828028	28.2354161636	-207.509764159	-305.6047258	151.0	0.0	118.225	1057	10570
10.610202312469482	10	-237.607009338	76.5402134792	-123.641918102	-324.353368377	151.0	0.0	118.538	1057	11627
11.293460369110107	11	-290.175207526	19.4609229959	-250.126684407	-313.51806885	151.0	0.0	137.036	1057	12684
11.963018894195557	12	-300.503031757	44.2084014743	-260.569317262	-394.530669711	151.0	0.0	145.796	1057	13741
12.631040096282959	13	-261.927013176	69.5285828871	-127.986160149	-356.996943703	151.0	0.0	140.222	1057	14798
13.317662000656128	14	-305.551988002	19.7016654619	-274.350814398	-331.514209102	151.0	0.0	153.028	1057	15855
13.984198808670044	15	-277.24885592	31.9881655898	-235.053330901	-319.095151461	151.0	0.0	159.368	1057	16912
14.814036130905151	16	-293.457582799	51.7581909057	-222.217691425	-399.512524554	151.0	0.0	167.216	1057	17969
15.856879949569702	17	-291.311757415	49.4421532734	-220.040834736	-362.869510977	151.0	0.0	156.205	1057	19026
17.061091899871826	18	-309.848149319	63.6736040294	-175.100640344	-401.140469755	151.0	0.0	160.44	1057	20083
18.29499316215515	19	-289.42437043	62.0851783605	-199.674210384	-391.768033065	151.0	0.0	154.479	1057	21140
19.173901319503784	20	-322.340538932	9.46720084822	-306.83825903	-334.964783705	151.0	0.0	146.201	1057	22197
19.9625244140625	21	-349.49992738	58.5431854617	-258.36822411	-456.899963475	151.0	0.0	148.641	1057	23254
20.829278707504272	22	-289.830907376	65.4029176361	-152.493007587	-360.617536673	151.0	0.0	160.219	1057	24311
21.70726227760315	23	-307.986390907	31.426096615	-260.371296191	-345.983749416	151.0	0.0	148.796	1057	25368
22.38182830810547	24	-337.674688017	51.3096923116	-287.36886288	-455.587745975	151.0	0.0	139.733	1057	26425
23.09627342224121	25	-324.56705468	43.7996171658	-253.961916177	-390.432328943	151.0	0.0	162.031	1057	27482
23.77889132499695	26	-287.039778984	58.4524221844	-177.467919401	-343.797669691	151.0	0.0	156.731	1057	28539
24.412642240524292	27	-340.504380836	75.110097899	-256.030118687	-485.740590605	151.0	0.0	177.563	1057	29596
25.044519662857056	28	-337.929164308	46.9983141952	-276.086313404	-436.34791298	151.0	0.0	170.514	1057	30653
25.72633147239685	29	-306.292833897	35.210471877	-257.63736114	-373.894487753	151.0	0.0	141.216	1057	31710
26.4127779006958	30	-313.683103286	58.6763835869	-175.699904521	-361.00804092	151.0	0.0	155.257	1057	32767
