Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	TimestepsThisBatch	TimestepsSoFar
2.394216775894165	0	-191.829669522	34.2198636683	-124.48648474	-227.255951461	151.0	0.0	102.028	1057	1057
3.5768237113952637	1	-184.636522302	32.479779283	-117.326958505	-219.37732329	151.0	0.0	94.9269	1057	2114
4.576857566833496	2	-234.887997314	59.3815934931	-189.191473085	-369.066621118	151.0	0.0	123.252	1057	3171
5.35834002494812	3	-311.784355103	37.1932145448	-253.570439897	-379.381100664	151.0	0.0	162.505	1057	4228
6.107266902923584	4	-284.121652791	44.9335728233	-220.087721462	-363.511898217	151.0	0.0	148.742	1057	5285
6.8123533725738525	5	-315.485927825	53.1853460855	-233.617093734	-372.512013965	151.0	0.0	166.125	1057	6342
7.562959909439087	6	-368.76096176	22.4654564782	-340.408798383	-405.410467993	151.0	0.0	195.12	1057	7399
8.258282899856567	7	-425.426584163	31.8122432212	-357.185857839	-460.61981682	151.0	0.0	225.89	1057	8456
8.94600248336792	8	-489.022363284	31.7173913499	-448.24412351	-524.176964275	151.0	0.0	257.044	1057	9513
9.588367938995361	9	-597.71797951	50.4155531133	-511.853072001	-656.191024089	151.0	0.0	313.732	1057	10570
10.245088338851929	10	-732.770644484	50.9046566669	-656.654738145	-785.960169141	151.0	0.0	386.058	1057	11627
10.938385725021362	11	-887.296727584	63.1899230948	-790.957841407	-960.447322208	151.0	0.0	471.953	1057	12684
11.627338171005249	12	-965.949550876	77.0997174052	-838.917110815	-1038.7867088	151.0	0.0	512.601	1057	13741
12.37118673324585	13	-1003.57069756	68.2927490193	-884.967063697	-1106.00188436	151.0	0.0	520.191	1057	14798
13.069772243499756	14	-1107.94872934	77.0683870856	-1018.38209369	-1229.84406526	151.0	0.0	582.688	1057	15855
13.756316900253296	15	-1256.41541578	113.101407651	-1050.89056457	-1431.59824732	151.0	0.0	666.87	1057	16912
14.42702031135559	16	-1338.54869058	72.5826078097	-1229.97823886	-1454.80185552	151.0	0.0	714.682	1057	17969
15.181432247161865	17	-1369.88530727	52.9673849568	-1273.74139311	-1441.0415999	151.0	0.0	718.358	1057	19026
16.221585988998413	18	-1428.62964239	61.2325005208	-1330.67814931	-1512.27450707	151.0	0.0	760.578	1057	20083
17.222999811172485	19	-1438.79733462	101.988239453	-1317.48394584	-1600.50894763	151.0	0.0	764.308	1057	21140
18.37118101119995	20	-1500.57029482	58.8807573331	-1398.870299	-1608.61144916	151.0	0.0	794.468	1057	22197
19.400468111038208	21	-1557.42173658	69.7276823863	-1474.16138985	-1680.46788144	151.0	0.0	822.305	1057	23254
20.400010108947754	22	-1599.58776263	64.0562889002	-1496.73260277	-1669.87514984	151.0	0.0	852.248	1057	24311
21.32992649078369	23	-1677.53069253	68.3329296901	-1584.44732128	-1762.59804044	151.0	0.0	881.862	1057	25368
22.388502836227417	24	-1644.25480217	94.6568997554	-1511.14161088	-1845.46923441	151.0	0.0	861.137	1057	26425
23.445987224578857	25	-1681.88127581	87.8663091624	-1590.07642469	-1866.82066973	151.0	0.0	902.721	1057	27482
