Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Loss	TimestepsThisBatch	TimestepsSoFar
4.1060450077056885	0	15.0597014925	6.33370655437	41.0	8.0	15.0597014925	6.33370655437	6.46239	1009	1009
7.581440448760986	1	24.487804878	16.9030549284	90.0	11.0	24.487804878	16.9030549284	12.6333	1004	2013
10.955644369125366	2	45.8636363636	22.1734801766	101.0	15.0	45.8636363636	22.1734801766	18.5693	1009	3022
14.49834418296814	3	50.380952381	36.5363174709	183.0	22.0	50.380952381	36.5363174709	24.1167	1058	4080
17.978402137756348	4	83.5833333333	55.4278184268	193.0	19.0	83.5833333333	55.4278184268	36.8529	1003	5083
21.397453784942627	5	114.444444444	31.6266804072	147.0	49.0	114.444444444	31.6266804072	36.3982	1030	6113
25.265008687973022	6	126.333333333	49.1618641722	200.0	21.0	126.333333333	49.1618641722	41.6589	1137	7250
28.986666679382324	7	123.0	20.8379994775	172.0	105.0	123.0	20.8379994775	36.0422	1107	8357
32.776272773742676	8	154.0	26.3980518762	200.0	107.0	154.0	26.3980518762	44.6497	1078	9435
36.1570463180542	9	126.25	30.9909260914	181.0	77.0	126.25	30.9909260914	36.3146	1010	10445
39.48928713798523	10	167.0	28.8155050855	200.0	124.0	167.0	28.8155050855	45.7832	1002	11447
43.40921664237976	11	167.428571429	27.7326890297	200.0	114.0	167.428571429	27.7326890297	45.9315	1172	12619
47.252012491226196	12	190.333333333	19.0583898119	200.0	148.0	190.333333333	19.0583898119	49.8974	1142	13761
51.64052700996399	13	200.0	0.0	200.0	200.0	200.0	0.0	50.7195	1200	14961
55.69704794883728	14	200.0	0.0	200.0	200.0	200.0	0.0	50.5795	1200	16161
59.69321632385254	15	200.0	0.0	200.0	200.0	200.0	0.0	51.5606	1200	17361
63.454928159713745	16	186.333333333	19.8718114144	200.0	151.0	186.333333333	19.8718114144	47.4368	1118	18479
67.46151280403137	17	198.333333333	3.7267799625	200.0	190.0	198.333333333	3.7267799625	48.7297	1190	19669
71.09954833984375	18	181.0	42.0396638109	200.0	87.0	181.0	42.0396638109	49.0595	1086	20755
74.91719222068787	19	160.428571429	42.684413826	200.0	99.0	160.428571429	42.684413826	43.2285	1123	21878
78.68347358703613	20	168.166666667	35.9324211387	200.0	117.0	168.166666667	35.9324211387	42.2386	1009	22887
82.61632871627808	21	165.428571429	31.4454500132	200.0	108.0	165.428571429	31.4454500132	41.8528	1158	24045
86.24497294425964	22	176.333333333	33.6683167912	200.0	110.0	176.333333333	33.6683167912	43.182	1058	25103
89.58113598823547	23	175.166666667	18.0038576113	200.0	157.0	175.166666667	18.0038576113	42.9805	1051	26154
93.05865216255188	24	159.285714286	29.7163460824	200.0	108.0	159.285714286	29.7163460824	39.2495	1115	27269
96.72714400291443	25	197.333333333	5.96284794	200.0	184.0	197.333333333	5.96284794	45.8589	1184	28453
99.93220138549805	26	172.0	27.6043474837	200.0	129.0	172.0	27.6043474837	41.5326	1032	29485
103.63818454742432	27	183.0	28.8848287745	200.0	120.0	183.0	28.8848287745	44.728	1098	30583
107.56192994117737	28	164.571428571	28.7593817878	200.0	111.0	164.571428571	28.7593817878	40.4574	1152	31735
111.30566644668579	29	185.666666667	22.5880991281	200.0	137.0	185.666666667	22.5880991281	43.9573	1114	32849
115.12443447113037	30	188.5	24.3977457975	200.0	134.0	188.5	24.3977457975	45.3003	1131	33980
118.9394371509552	31	188.333333333	20.4749169039	200.0	144.0	188.333333333	20.4749169039	44.3451	1130	35110
122.91669821739197	32	194.666666667	11.92569588	200.0	168.0	194.666666667	11.92569588	44.9104	1168	36278
127.28729391098022	33	200.0	0.0	200.0	200.0	200.0	0.0	47.1201	1200	37478
131.31861901283264	34	200.0	0.0	200.0	200.0	200.0	0.0	45.6832	1200	38678
135.39010310173035	35	198.166666667	4.09945795875	200.0	189.0	198.166666667	4.09945795875	47.5494	1189	39867
139.45011711120605	36	200.0	0.0	200.0	200.0	200.0	0.0	47.5712	1200	41067
142.9614450931549	37	172.5	48.9549112279	200.0	66.0	172.5	48.9549112279	46.8092	1035	42102
146.87341165542603	38	193.333333333	14.90711985	200.0	160.0	193.333333333	14.90711985	47.5185	1160	43262
150.88851714134216	39	200.0	0.0	200.0	200.0	200.0	0.0	48.8221	1200	44462
154.94493770599365	40	200.0	0.0	200.0	200.0	200.0	0.0	49.2561	1200	45662
158.99046421051025	41	200.0	0.0	200.0	200.0	200.0	0.0	50.8684	1200	46862
